"","scientific_name"
"1063","Brephidium exilis"
"1064","Brephidium exilis"
"1065","Brephidium exilis"
"1066","Brephidium exilis"
"1067","Brephidium exilis"
"1068","Brephidium exilis"
"1069","Brephidium exilis"
"1070","Brephidium exilis"
"1071","Brephidium exilis"
"1072","Brephidium exilis"
"1073","Brephidium exilis"
"1074","Brephidium exilis"
"1075","Brephidium exilis"
"1076","Brephidium exilis"
"1077","Brephidium exilis"
"1078","Brephidium exilis"
"1079","Brephidium exilis"
"1080","Brephidium exilis"
"1081","Brephidium exilis"
"1082","Brephidium exilis"
"1083","Brephidium exilis"
"1084","Brephidium exilis"
"1085","Brephidium exilis"
"1086","Brephidium exilis"
"1087","Brephidium exilis"
"1088","Brephidium exilis"
"1089","Brephidium exilis"
"1090","Brephidium exilis"
"1091","Brephidium exilis"
"1092","Brephidium exilis"
"1093","Brephidium exilis"
"1094","Brephidium exilis"
"1095","Brephidium exilis"
"1096","Brephidium exilis"
"1097","Brephidium exilis"
"1098","Brephidium exilis"
"1099","Brephidium exilis"
"1100","Brephidium exilis"
"1101","Brephidium exilis"
"1102","Brephidium exilis"
"1103","Brephidium exilis"
"1104","Brephidium exilis"
"1105","Brephidium exilis"
"1106","Brephidium exilis"
"1107","Brephidium exilis"
"1108","Brephidium exilis"
"1109","Brephidium exilis"
"1110","Brephidium exilis"
"1111","Brephidium exilis"
"1112","Brephidium exilis"
"1113","Brephidium exilis"
"1114","Brephidium exilis"
"1115","Brephidium exilis"
"1116","Brephidium exilis"
"1117","Brephidium exilis"
"1118","Callophrys gryneus siva"
"1119","Callophrys gryneus siva"
"1120","Callophrys gryneus siva"
"1121","Callophrys gryneus"
"1122","Callophrys gryneus siva"
"1123","Callophrys gryneus siva"
"1124","Callophrys gryneus"
"1125","Celastrina echo"
"1126","Celastrina echo"
"1127","Celastrina echo"
"1128","Celastrina echo"
"1129","Celastrina echo"
"1130","Celastrina echo"
"1131","Celastrina echo cinerea"
"1132","Celastrina echo"
"1133","Celastrina echo"
"1134","Celastrina echo"
"1135","Celastrina echo"
"1136","Celastrina echo"
"1137","Celastrina echo"
"1138","Celastrina echo"
"1139","Celastrina echo"
"1140","Celastrina echo"
"1141","Celastrina echo"
"1142","Celastrina echo"
"1143","Celastrina echo"
"1144","Echinargus isola"
"1145","Echinargus isola"
"1146","Echinargus isola"
"1147","Echinargus isola"
"1148","Echinargus isola"
"1149","Echinargus isola"
"1150","Echinargus isola"
"1151","Echinargus isola"
"1152","Echinargus isola"
"1153","Echinargus isola"
"1154","Echinargus isola"
"1155","Echinargus isola"
"1156","Echinargus isola"
"1157","Echinargus isola"
"1158","Echinargus isola"
"1159","Echinargus isola"
"1160","Echinargus isola"
"1161","Echinargus isola"
"1162","Echinargus isola"
"1163","Echinargus isola"
"1164","Echinargus isola"
"1165","Echinargus isola"
"1166","Echinargus isola"
"1167","Echinargus isola"
"1168","Echinargus isola"
"1169","Echinargus isola"
"1170","Echinargus isola"
"1171","Echinargus isola"
"1172","Echinargus isola"
"1173","Echinargus isola"
"1174","Echinargus isola"
"1175","Echinargus isola"
"1176","Echinargus isola"
"1177","Echinargus isola"
"1178","Echinargus isola"
"1179","Echinargus isola"
"1180","Echinargus isola"
"1181","Echinargus isola"
"1182","Echinargus isola"
"1183","Echinargus isola"
"1184","Echinargus isola"
"1185","Echinargus isola"
"1186","Echinargus isola"
"1187","Echinargus isola"
"1188","Echinargus isola"
"1189","Echinargus isola"
"1190","Hemiargus ceraunus"
"1191","Hemiargus ceraunus"
"1192","Hemiargus ceraunus"
"1193","Hemiargus ceraunus"
"1194","Hemiargus ceraunus"
"1195","Hemiargus ceraunus"
"1196","Hemiargus ceraunus"
"1197","Hemiargus ceraunus"
"1198","Hemiargus ceraunus"
"1199","Hemiargus ceraunus"
"1200","Hemiargus ceraunus"
"1201","Hemiargus ceraunus"
"1202","Hemiargus ceraunus"
"1203","Hemiargus ceraunus"
"1204","Hemiargus ceraunus"
"1205","Hemiargus ceraunus"
"1206","Hemiargus ceraunus"
"1207","Hemiargus ceraunus"
"1208","Hemiargus ceraunus"
"1209","Hemiargus ceraunus"
"1210","Hemiargus ceraunus"
"1211","Hemiargus ceraunus"
"1212","Hemiargus ceraunus"
"1213","Hemiargus ceraunus"
"1214","Hemiargus ceraunus"
"1215","Hemiargus ceraunus"
"1216","Hemiargus ceraunus"
"1217","Hemiargus ceraunus"
"1218","Hemiargus ceraunus"
"1219","Hemiargus ceraunus"
"1220","Hemiargus ceraunus"
"1221","Hemiargus ceraunus"
"1222","Hemiargus ceraunus"
"1223","Hemiargus ceraunus"
"1224","Hemiargus ceraunus"
"1225","Hemiargus ceraunus"
"1226","Hemiargus ceraunus"
"1227","Hemiargus ceraunus"
"1228","Hemiargus ceraunus"
"1229","Hemiargus ceraunus"
"1230","Hemiargus ceraunus"
"1231","Hemiargus ceraunus"
"1232","Hemiargus ceraunus"
"1233","Hemiargus ceraunus"
"1234","Hemiargus ceraunus"
"1235","Hemiargus ceraunus"
"1236","Hemiargus ceraunus"
"1237","Hemiargus ceraunus"
"1238","Hemiargus ceraunus"
"1239","Hemiargus ceraunus"
"1240","Hemiargus ceraunus"
"1241","Hemiargus ceraunus"
"1242","Hemiargus ceraunus"
"1243","Hemiargus ceraunus"
"1244","Hemiargus ceraunus"
"1245","Hemiargus ceraunus"
"1246","Hemiargus ceraunus"
"1247","Hemiargus ceraunus"
"1248","Hemiargus ceraunus"
"1249","Hemiargus ceraunus"
"1250","Hemiargus ceraunus"
"1251","Hemiargus ceraunus"
"1252","Hemiargus ceraunus"
"1253","Hemiargus ceraunus"
"1254","Hemiargus ceraunus"
"1255","Hemiargus ceraunus"
"1256","Hemiargus ceraunus"
"1257","Hemiargus ceraunus"
"1258","Hemiargus ceraunus"
"1259","Hemiargus ceraunus"
"1260","Hemiargus ceraunus"
"1261","Hemiargus ceraunus"
"1262","Hemiargus ceraunus"
"1263","Hemiargus ceraunus"
"1264","Hemiargus ceraunus"
"1265","Hemiargus ceraunus"
"1266","Hemiargus ceraunus"
"1267","Hemiargus ceraunus"
"1268","Hemiargus ceraunus"
"1269","Hemiargus ceraunus"
"1270","Hemiargus ceraunus"
"1271","Icaricia lupini"
"1272","Icaricia lupini"
"1273","Icaricia lupini"
"1274","Icaricia lupini"
"1275","Icaricia lupini"
"1276","Icaricia lupini"
"1277","Icaricia lupini"
"1278","Icaricia lupini"
"1279","Icaricia lupini"
"1280","Icaricia lupini"
"1281","Icaricia lupini"
"1282","Icaricia lupini"
"1283","Leptotes marina"
"1284","Leptotes marina"
"1285","Leptotes marina"
"1286","Leptotes marina"
"1287","Leptotes marina"
"1288","Leptotes marina"
"1289","Leptotes marina"
"1290","Leptotes marina"
"1291","Leptotes marina"
"1292","Leptotes marina"
"1293","Leptotes marina"
"1294","Leptotes marina"
"1295","Leptotes marina"
"1296","Leptotes marina"
"1297","Leptotes marina"
"1298","Leptotes marina"
"1299","Leptotes marina"
"1300","Leptotes marina"
"1301","Leptotes marina"
"1302","Leptotes marina"
"1303","Leptotes marina"
"1304","Leptotes marina"
"1305","Leptotes marina"
"1306","Leptotes marina"
"1307","Leptotes marina"
"1308","Leptotes marina"
"1309","Leptotes marina"
"1310","Leptotes marina"
"1311","Leptotes marina"
"1312","Leptotes marina"
"1313","Leptotes marina"
"1314","Leptotes marina"
"1315","Leptotes marina"
"1316","Leptotes marina"
"1317","Leptotes marina"
"1318","Leptotes marina"
"1319","Leptotes marina"
"1320","Leptotes marina"
"1321","Leptotes marina"
"1322","Leptotes marina"
"1323","Leptotes marina"
"1324","Leptotes marina"
"1325","Leptotes marina"
"1326","Leptotes marina"
"1327","Leptotes marina"
"1328","Leptotes marina"
"1329","Leptotes marina"
"1330","Leptotes marina"
"1331","Leptotes marina"
"1332","Leptotes marina"
"1333","Leptotes marina"
"1334","Leptotes marina"
"1335","Leptotes marina"
"1336","Leptotes marina"
"1337","Leptotes marina"
"1338","Leptotes marina"
"1339","Leptotes marina"
"1340","Leptotes marina"
"1341","Leptotes marina"
"1342","Leptotes marina"
"1343","Leptotes marina"
"1344","Leptotes marina"
"1345","Leptotes marina"
"1346","Leptotes marina"
"1347","Leptotes marina"
"1348","Leptotes marina"
"1349","Leptotes marina"
"1350","Leptotes marina"
"1351","Leptotes marina"
"1352","Leptotes marina"
"1353","Leptotes marina"
"1354","Leptotes marina"
"1355","Leptotes marina"
"1356","Leptotes marina"
"1357","Leptotes marina"
"1358","Leptotes marina"
"1359","Leptotes marina"
"1360","Leptotes marina"
"1361","Leptotes marina"
"1362","Leptotes marina"
"1363","Leptotes marina"
"1364","Leptotes marina"
"1365","Leptotes marina"
"1366","Leptotes marina"
"1367","Leptotes marina"
"1368","Leptotes marina"
"1369","Leptotes marina"
"1370","Leptotes marina"
"1371","Leptotes marina"
"1372","Leptotes marina"
"1373","Leptotes marina"
"1374","Leptotes marina"
"1375","Leptotes marina"
"1376","Leptotes marina"
"1377","Leptotes marina"
"1378","Leptotes marina"
"1379","Ministrymon leda"
"1380","Ministrymon leda"
"1381","Ministrymon leda"
"1382","Ministrymon leda"
"1383","Ministrymon leda"
"1384","Ministrymon leda"
"1385","Ministrymon leda"
"1386","Ministrymon leda"
"1387","Ministrymon leda"
"1388","Ministrymon leda"
"1389","Ministrymon leda"
"1390","Ministrymon leda"
"1391","Ministrymon leda"
"1392","Ministrymon leda"
"1393","Ministrymon leda"
"1394","Ministrymon leda"
"1395","Ministrymon leda"
"1396","Ministrymon leda"
"1397","Ministrymon leda"
"1398","Ministrymon leda"
"1399","Ministrymon leda"
"1400","Ministrymon leda"
"1401","Ministrymon leda"
"1402","Ministrymon leda"
"1403","Ministrymon leda"
"1404","Ministrymon leda"
"1405","Ministrymon leda"
"1406","Ministrymon leda"
"1407","Ministrymon leda"
"1408","Ministrymon leda"
"1409","Ministrymon leda"
"1410","Ministrymon leda"
"1411","Ministrymon leda"
"1412","Ministrymon leda"
"1413","Ministrymon leda"
"1414","Ministrymon leda"
"1415","Ministrymon leda"
"1416","Ministrymon leda"
"1417","Ministrymon leda"
"1418","Ministrymon leda"
"1419","Ministrymon leda"
"1420","Ministrymon leda"
"1421","Strymon istapa"
"1422","Strymon istapa"
"1423","Strymon istapa"
"1424","Strymon melinus"
"1425","Strymon melinus"
"1426","Strymon melinus"
"1427","Strymon melinus"
"1428","Strymon melinus"
"1429","Strymon melinus"
"1430","Strymon melinus"
"1431","Strymon melinus"
"1432","Strymon melinus"
"1433","Strymon melinus"
"1434","Strymon melinus"
"1435","Strymon melinus"
"1436","Strymon melinus"
"1437","Strymon melinus"
"1438","Strymon melinus"
"1439","Strymon melinus"
"1440","Strymon melinus"
"1441","Strymon melinus"
"1442","Strymon melinus"
"1443","Strymon melinus"
"1444","Strymon melinus"
"1445","Strymon melinus"
"1446","Strymon melinus"
"1447","Strymon melinus"
"1448","Strymon melinus"
"1449","Strymon melinus"
"1450","Strymon melinus"
"1451","Strymon melinus"
"1452","Strymon melinus"
"1453","Strymon melinus"
"1454","Strymon melinus"
"1455","Strymon melinus"
"1456","Strymon melinus"
"1457","Strymon melinus"
"1458","Strymon melinus"
"1459","Strymon melinus"
"1460","Strymon melinus"
"1461","Strymon melinus"
"1462","Strymon melinus"
"1463","Strymon melinus"
"1464","Strymon melinus"
"1465","Strymon melinus"
"1466","Strymon melinus"
"1467","Strymon melinus"
"1468","Strymon melinus"
"1469","Strymon melinus"
"1470","Strymon melinus"
"1471","Strymon melinus"
"1472","Strymon melinus"
"1473","Strymon melinus"
"1474","Strymon melinus"
"1475","Strymon melinus"
"1476","Strymon melinus"
"1477","Strymon melinus"
"1478","Strymon melinus"
"1479","Strymon melinus"
"1480","Strymon melinus"
"1481","Strymon melinus"
"1482","Strymon melinus"
"1483","Strymon melinus"
"1484","Strymon melinus"
"1485","Strymon melinus"
"1486","Strymon melinus"
"1487","Strymon melinus"
"1488","Strymon melinus"
"1489","Strymon melinus"
"1490","Strymon melinus"
"1491","Strymon melinus"
"1492","Strymon melinus"
"1493","Strymon melinus"
"1494","Strymon melinus"
"1495","Strymon melinus"
"1496","Strymon melinus"
"1497","Strymon melinus"
"1498","Strymon melinus"
"1499","Strymon melinus"
"1500","Strymon melinus"
"1501","Strymon melinus"
"1502","Strymon melinus"
"1503","Strymon melinus"
"1504","Adelpha eulalia"
"1505","Adelpha eulalia"
"1506","Adelpha eulalia"
"1507","Adelpha eulalia"
"1508","Agraulis vanillae"
"1509","Agraulis vanillae"
"1510","Agraulis vanillae"
"1511","Agraulis vanillae"
"1512","Agraulis vanillae"
"1513","Agraulis vanillae"
"1514","Agraulis vanillae"
"1515","Agraulis vanillae"
"1516","Agraulis vanillae"
"1517","Agraulis vanillae"
"1518","Agraulis vanillae"
"1519","Agraulis vanillae"
"1520","Agraulis vanillae"
"1521","Agraulis vanillae"
"1522","Agraulis vanillae"
"1523","Agraulis vanillae"
"1524","Agraulis vanillae"
"1525","Agraulis vanillae"
"1526","Agraulis vanillae"
"1527","Agraulis vanillae"
"1528","Agraulis vanillae"
"1529","Agraulis vanillae"
"1530","Agraulis vanillae"
"1531","Agraulis vanillae"
"1532","Agraulis vanillae"
"1533","Agraulis vanillae"
"1534","Agraulis vanillae"
"1535","Agraulis vanillae"
"1536","Agraulis vanillae"
"1537","Agraulis vanillae"
"1538","Agraulis vanillae"
"1539","Agraulis vanillae"
"1540","Agraulis vanillae"
"1541","Agraulis vanillae"
"1542","Agraulis vanillae"
"1543","Agraulis vanillae"
"1544","Agraulis vanillae"
"1545","Agraulis vanillae"
"1546","Agraulis vanillae"
"1547","Agraulis vanillae"
"1548","Agraulis vanillae"
"1549","Agraulis vanillae"
"1550","Agraulis vanillae"
"1551","Agraulis vanillae"
"1552","Agraulis vanillae"
"1553","Agraulis vanillae"
"1554","Agraulis vanillae"
"1555","Agraulis vanillae"
"1556","Agraulis vanillae"
"1557","Agraulis vanillae"
"1558","Agraulis vanillae"
"1559","Agraulis vanillae"
"1560","Agraulis vanillae"
"1561","Agraulis vanillae"
"1562","Agraulis vanillae"
"1563","Agraulis vanillae"
"1564","Agraulis vanillae"
"1565","Agraulis vanillae"
"1566","Anthanassa texana"
"1567","Anthanassa texana"
"1568","Anthanassa texana"
"1569","Anthanassa texana"
"1570","Anthanassa texana"
"1571","Anthanassa texana"
"1572","Anthanassa texana"
"1573","Anthanassa texana texana"
"1574","Anthanassa texana"
"1575","Anthanassa texana"
"1576","Anthanassa texana"
"1577","Anthanassa texana"
"1578","Anthanassa texana"
"1579","Anthanassa texana"
"1580","Anthanassa texana"
"1581","Anthanassa texana"
"1582","Anthanassa texana"
"1583","Anthanassa texana"
"1584","Anthanassa texana"
"1585","Anthanassa texana"
"1586","Anthanassa texana"
"1587","Anthanassa texana"
"1588","Anthanassa texana"
"1589","Anthanassa texana"
"1590","Anthanassa texana"
"1591","Anthanassa texana"
"1592","Anthanassa texana"
"1593","Anthanassa texana"
"1594","Anthanassa texana"
"1595","Anthanassa texana"
"1596","Anthanassa texana"
"1597","Anthanassa texana"
"1598","Anthanassa texana"
"1599","Anthanassa texana"
"1600","Anthanassa texana"
"1601","Anthanassa texana"
"1602","Anthanassa texana"
"1603","Anthanassa texana"
"1604","Anthanassa texana"
"1605","Anthanassa texana"
"1606","Anthanassa texana"
"1607","Anthanassa texana"
"1608","Anthanassa texana"
"1609","Anthanassa texana"
"1610","Anthanassa texana"
"1611","Anthanassa texana"
"1612","Anthanassa texana"
"1613","Anthanassa texana"
"1614","Anthanassa texana"
"1615","Anthanassa texana"
"1616","Anthanassa texana"
"1617","Anthanassa texana"
"1618","Anthanassa texana"
"1619","Anthanassa texana"
"1620","Anthanassa texana"
"1621","Anthanassa texana"
"1622","Anthanassa texana"
"1623","Anthanassa texana"
"1624","Anthanassa texana"
"1625","Anthanassa texana"
"1626","Anthanassa texana"
"1627","Anthanassa texana"
"1628","Anthanassa texana"
"1629","Anthanassa texana"
"1630","Anthanassa texana"
"1631","Anthanassa texana"
"1632","Anthanassa texana"
"1633","Anthanassa texana"
"1634","Anthanassa texana"
"1635","Anthanassa texana"
"1636","Anthanassa texana"
"1637","Anthanassa texana"
"1638","Anthanassa texana"
"1639","Anthanassa texana"
"1640","Anthanassa texana"
"1641","Anthanassa texana"
"1642","Anthanassa texana"
"1643","Anthanassa texana"
"1644","Anthanassa texana"
"1645","Anthanassa texana"
"1646","Anthanassa texana"
"1647","Anthanassa texana"
"1648","Anthanassa texana"
"1649","Anthanassa texana"
"1650","Anthanassa texana"
"1651","Anthanassa texana"
"1652","Anthanassa texana"
"1653","Anthanassa texana"
"1654","Anthanassa texana"
"1655","Anthanassa texana"
"1656","Anthanassa texana"
"1657","Anthanassa texana"
"1658","Anthanassa texana"
"1659","Anthanassa texana"
"1660","Anthanassa texana"
"1661","Anthanassa texana"
"1662","Anthanassa texana"
"1663","Anthanassa texana"
"1664","Anthanassa texana"
"1665","Anthanassa texana"
"1666","Anthanassa texana"
"1667","Anthanassa texana"
"1668","Anthanassa texana"
"1669","Anthanassa texana"
"1670","Anthanassa texana"
"1671","Anthanassa texana"
"1672","Anthanassa texana"
"1673","Anthanassa texana"
"1674","Anthanassa texana"
"1675","Anthanassa texana"
"1676","Anthanassa texana"
"1677","Anthanassa texana"
"1678","Anthanassa texana"
"1679","Asterocampa celtis"
"1680","Asterocampa celtis"
"1681","Asterocampa celtis"
"1682","Asterocampa celtis"
"1683","Asterocampa celtis"
"1684","Asterocampa celtis"
"1685","Asterocampa celtis"
"1686","Asterocampa celtis"
"1687","Asterocampa celtis"
"1688","Asterocampa celtis antonia"
"1689","Asterocampa celtis"
"1690","Asterocampa celtis"
"1691","Asterocampa celtis"
"1692","Asterocampa celtis"
"1693","Asterocampa celtis"
"1694","Asterocampa celtis"
"1695","Asterocampa celtis"
"1696","Asterocampa celtis"
"1697","Asterocampa celtis"
"1698","Asterocampa leilia"
"1699","Asterocampa leilia"
"1700","Asterocampa leilia"
"1701","Asterocampa leilia"
"1702","Asterocampa leilia"
"1703","Asterocampa leilia"
"1704","Asterocampa leilia"
"1705","Asterocampa leilia"
"1706","Asterocampa leilia"
"1707","Asterocampa leilia"
"1708","Asterocampa leilia"
"1709","Asterocampa leilia"
"1710","Asterocampa leilia"
"1711","Asterocampa leilia"
"1712","Asterocampa leilia"
"1713","Asterocampa leilia"
"1714","Asterocampa leilia"
"1715","Asterocampa leilia"
"1716","Asterocampa leilia"
"1717","Asterocampa leilia"
"1718","Asterocampa leilia"
"1719","Asterocampa leilia"
"1720","Asterocampa leilia"
"1721","Asterocampa leilia"
"1722","Asterocampa leilia"
"1723","Asterocampa leilia"
"1724","Asterocampa leilia"
"1725","Asterocampa leilia"
"1726","Asterocampa leilia"
"1727","Asterocampa leilia"
"1728","Asterocampa leilia"
"1729","Asterocampa leilia"
"1730","Asterocampa leilia"
"1731","Asterocampa leilia"
"1732","Asterocampa leilia"
"1733","Asterocampa leilia"
"1734","Asterocampa leilia"
"1735","Asterocampa leilia"
"1736","Asterocampa leilia"
"1737","Asterocampa leilia"
"1738","Asterocampa leilia"
"1739","Asterocampa leilia"
"1740","Asterocampa leilia"
"1741","Asterocampa leilia"
"1742","Asterocampa leilia"
"1743","Asterocampa leilia"
"1744","Asterocampa leilia"
"1745","Asterocampa leilia"
"1746","Asterocampa leilia"
"1747","Asterocampa leilia"
"1748","Asterocampa leilia"
"1749","Asterocampa leilia"
"1750","Asterocampa leilia"
"1751","Asterocampa leilia"
"1752","Asterocampa leilia"
"1753","Asterocampa leilia"
"1754","Asterocampa leilia"
"1755","Asterocampa leilia"
"1756","Asterocampa leilia"
"1757","Asterocampa leilia"
"1758","Asterocampa leilia"
"1759","Asterocampa leilia"
"1760","Asterocampa leilia"
"1761","Asterocampa leilia"
"1762","Asterocampa leilia"
"1763","Asterocampa leilia"
"1764","Asterocampa leilia"
"1765","Asterocampa leilia"
"1766","Asterocampa leilia"
"1767","Asterocampa leilia"
"1768","Asterocampa leilia"
"1769","Asterocampa leilia"
"1770","Asterocampa leilia"
"1771","Asterocampa leilia"
"1772","Asterocampa leilia"
"1773","Asterocampa leilia"
"1774","Asterocampa leilia"
"1775","Asterocampa leilia"
"1776","Asterocampa leilia"
"1777","Asterocampa leilia"
"1778","Asterocampa leilia"
"1779","Asterocampa leilia"
"1780","Asterocampa leilia"
"1781","Asterocampa leilia"
"1782","Asterocampa leilia"
"1783","Asterocampa leilia"
"1784","Asterocampa leilia"
"1785","Asterocampa leilia"
"1786","Asterocampa leilia"
"1787","Asterocampa leilia"
"1788","Asterocampa leilia"
"1789","Asterocampa leilia"
"1790","Asterocampa leilia"
"1791","Asterocampa leilia"
"1792","Asterocampa leilia"
"1793","Asterocampa leilia"
"1794","Asterocampa leilia"
"1795","Asterocampa leilia"
"1796","Asterocampa leilia"
"1797","Asterocampa leilia"
"1798","Asterocampa leilia"
"1799","Asterocampa leilia"
"1800","Asterocampa leilia"
"1801","Asterocampa leilia"
"1802","Asterocampa leilia"
"1803","Asterocampa leilia"
"1804","Asterocampa leilia"
"1805","Asterocampa leilia"
"1806","Asterocampa leilia"
"1807","Asterocampa leilia"
"1808","Asterocampa leilia"
"1809","Asterocampa leilia"
"1810","Asterocampa leilia"
"1811","Asterocampa leilia"
"1812","Asterocampa leilia"
"1813","Asterocampa leilia"
"1814","Asterocampa leilia"
"1815","Asterocampa leilia"
"1816","Asterocampa leilia"
"1817","Asterocampa leilia"
"1818","Asterocampa leilia"
"1819","Asterocampa leilia"
"1820","Asterocampa leilia"
"1821","Asterocampa leilia"
"1822","Asterocampa leilia"
"1823","Asterocampa leilia"
"1824","Asterocampa leilia"
"1825","Asterocampa leilia"
"1826","Asterocampa leilia"
"1827","Asterocampa leilia"
"1828","Chlosyne lacinia"
"1829","Chlosyne lacinia"
"1830","Chlosyne lacinia"
"1831","Chlosyne lacinia"
"1832","Chlosyne lacinia"
"1833","Chlosyne lacinia"
"1834","Chlosyne lacinia"
"1835","Chlosyne lacinia"
"1836","Chlosyne lacinia"
"1837","Chlosyne lacinia"
"1838","Chlosyne lacinia"
"1839","Chlosyne lacinia"
"1840","Chlosyne lacinia"
"1841","Chlosyne lacinia"
"1842","Chlosyne lacinia"
"1843","Chlosyne lacinia"
"1844","Danaus gilippus"
"1845","Danaus gilippus"
"1846","Danaus gilippus"
"1847","Danaus gilippus"
"1848","Danaus gilippus"
"1849","Danaus gilippus"
"1850","Danaus gilippus"
"1851","Danaus gilippus"
"1852","Danaus gilippus"
"1853","Danaus gilippus"
"1854","Danaus gilippus"
"1855","Danaus gilippus"
"1856","Danaus gilippus"
"1857","Danaus gilippus"
"1858","Danaus gilippus"
"1859","Danaus gilippus"
"1860","Danaus gilippus"
"1861","Danaus gilippus"
"1862","Danaus gilippus"
"1863","Danaus gilippus"
"1864","Danaus gilippus"
"1865","Danaus gilippus"
"1866","Danaus gilippus"
"1867","Danaus gilippus"
"1868","Danaus gilippus"
"1869","Danaus gilippus thersippus"
"1870","Danaus gilippus"
"1871","Danaus gilippus"
"1872","Danaus gilippus"
"1873","Danaus gilippus"
"1874","Danaus gilippus"
"1875","Danaus gilippus"
"1876","Danaus gilippus"
"1877","Danaus gilippus"
"1878","Danaus gilippus"
"1879","Danaus gilippus"
"1880","Danaus gilippus"
"1881","Danaus gilippus"
"1882","Danaus gilippus"
"1883","Danaus gilippus"
"1884","Danaus gilippus"
"1885","Danaus gilippus"
"1886","Danaus gilippus"
"1887","Danaus gilippus"
"1888","Danaus gilippus"
"1889","Danaus gilippus"
"1890","Danaus gilippus"
"1891","Danaus gilippus"
"1892","Danaus gilippus"
"1893","Danaus gilippus"
"1894","Danaus gilippus"
"1895","Danaus gilippus"
"1896","Danaus gilippus"
"1897","Danaus gilippus"
"1898","Danaus gilippus"
"1899","Danaus gilippus"
"1900","Danaus gilippus"
"1901","Danaus gilippus"
"1902","Danaus gilippus"
"1903","Danaus gilippus"
"1904","Danaus gilippus"
"1905","Danaus gilippus"
"1906","Danaus gilippus"
"1907","Danaus gilippus"
"1908","Danaus gilippus"
"1909","Danaus gilippus"
"1910","Danaus gilippus"
"1911","Danaus gilippus"
"1912","Danaus gilippus"
"1913","Danaus gilippus"
"1914","Danaus gilippus"
"1915","Danaus gilippus"
"1916","Danaus gilippus"
"1917","Danaus gilippus"
"1918","Danaus gilippus"
"1919","Danaus gilippus"
"1920","Danaus gilippus"
"1921","Danaus gilippus"
"1922","Danaus gilippus"
"1923","Danaus gilippus"
"1924","Danaus gilippus"
"1925","Danaus gilippus"
"1926","Danaus gilippus"
"1927","Danaus gilippus"
"1928","Danaus gilippus"
"1929","Danaus gilippus"
"1930","Danaus gilippus"
"1931","Danaus gilippus"
"1932","Danaus gilippus"
"1933","Danaus gilippus"
"1934","Danaus gilippus"
"1935","Danaus gilippus"
"1936","Danaus gilippus"
"1937","Danaus gilippus"
"1938","Danaus gilippus"
"1939","Danaus gilippus"
"1940","Danaus gilippus"
"1941","Danaus gilippus"
"1942","Danaus gilippus"
"1943","Danaus gilippus"
"1944","Danaus gilippus"
"1945","Danaus gilippus"
"1946","Danaus gilippus"
"1947","Danaus gilippus"
"1948","Danaus gilippus"
"1949","Danaus gilippus"
"1950","Danaus gilippus"
"1951","Danaus gilippus"
"1952","Danaus gilippus"
"1953","Danaus gilippus"
"1954","Danaus gilippus"
"1955","Danaus gilippus"
"1956","Danaus gilippus"
"1957","Danaus gilippus"
"1958","Danaus gilippus"
"1959","Danaus gilippus"
"1960","Danaus gilippus"
"1961","Danaus gilippus"
"1962","Danaus gilippus"
"1963","Danaus gilippus"
"1964","Danaus gilippus"
"1965","Danaus gilippus"
"1966","Danaus gilippus"
"1967","Danaus gilippus"
"1968","Danaus gilippus"
"1969","Danaus gilippus"
"1970","Danaus gilippus"
"1971","Danaus gilippus"
"1972","Danaus gilippus"
"1973","Danaus gilippus"
"1974","Danaus gilippus"
"1975","Danaus gilippus"
"1976","Danaus gilippus"
"1977","Danaus gilippus"
"1978","Danaus gilippus"
"1979","Danaus gilippus"
"1980","Danaus gilippus"
"1981","Danaus gilippus"
"1982","Danaus gilippus"
"1983","Danaus gilippus"
"1984","Danaus gilippus"
"1985","Danaus gilippus"
"1986","Danaus gilippus"
"1987","Danaus gilippus"
"1988","Danaus gilippus"
"1989","Danaus gilippus"
"1990","Danaus gilippus"
"1991","Danaus gilippus"
"1992","Danaus gilippus"
"1993","Danaus gilippus"
"1994","Danaus gilippus"
"1995","Danaus gilippus"
"1996","Danaus gilippus"
"1997","Danaus gilippus"
"1998","Danaus gilippus"
"1999","Danaus gilippus"
"2000","Danaus gilippus"
"2001","Danaus gilippus"
"2002","Danaus gilippus"
"2003","Danaus gilippus"
"2004","Danaus gilippus"
"2005","Danaus gilippus"
"2006","Danaus gilippus"
"2007","Danaus gilippus"
"2008","Danaus gilippus"
"2009","Danaus gilippus"
"2010","Danaus gilippus"
"2011","Danaus gilippus"
"2012","Danaus gilippus"
"2013","Danaus gilippus"
"2014","Danaus gilippus"
"2015","Danaus gilippus"
"2016","Danaus gilippus"
"2017","Danaus gilippus"
"2018","Danaus gilippus"
"2019","Danaus gilippus"
"2020","Danaus gilippus"
"2021","Danaus gilippus"
"2022","Danaus gilippus"
"2023","Danaus gilippus"
"2024","Danaus gilippus"
"2025","Danaus gilippus"
"2026","Danaus gilippus"
"2027","Danaus gilippus"
"2028","Danaus gilippus"
"2029","Danaus gilippus"
"2030","Danaus gilippus"
"2031","Danaus gilippus"
"2032","Danaus gilippus"
"2033","Danaus gilippus"
"2034","Danaus gilippus"
"2035","Danaus gilippus"
"2036","Danaus gilippus"
"2037","Danaus gilippus"
"2038","Danaus gilippus"
"2039","Danaus gilippus"
"2040","Danaus gilippus"
"2041","Danaus gilippus"
