Year,Month,Day,latitude,longitude,taxon_order_name,taxon_family_name,taxon_genus_name,taxon_species_name
2016,4,11,32.22596347,-110.9609097,Hemiptera,Aphididae,,
2020,9,12,32.24091495,-110.9375958,Hemiptera,Cicadellidae,Homalodisca,Homalodisca liturata
2016,3,16,32.22877434,-110.9638908,Hemiptera,Cicadellidae,,
2020,7,6,32.2247276,-110.9408102,Hemiptera,Cicadidae,Diceroprocta,Diceroprocta apache
2008,7,9,32.232894,-110.95075,Hemiptera,Cicadidae,Diceroprocta,Diceroprocta semicincta
2017,7,4,32.2384593,-110.9506857,Hemiptera,Cicadidae,Diceroprocta,
2018,6,21,32.2325482,-110.9506873,Hemiptera,Cicadidae,Diceroprocta,
2019,6,20,32.22812653,-110.9412766,Hemiptera,Cicadidae,Diceroprocta,
2020,7,9,32.23078833,-110.9530333,Hemiptera,Cicadidae,Diceroprocta,
2016,7,21,32.23981175,-110.9472179,Hemiptera,Cicadidae,,
2018,11,29,32.23056333,-110.9497133,Hemiptera,Cicadidae,,
2020,6,24,32.23305787,-110.9504405,Hemiptera,Cicadidae,,
2020,9,10,32.2368,-110.9551083,Hemiptera,Cicadidae,,
2018,12,3,32.23440007,-110.9584864,Hemiptera,Cimicidae,Cimex,Cimex lectularius
2018,12,6,32.22854996,-110.9582596,Hemiptera,Coreidae,Leptoglossus,Leptoglossus zonatus
2019,11,8,32.22928667,-110.9509883,Hemiptera,Coreidae,Leptoglossus,Leptoglossus zonatus
2020,8,27,32.23815903,-110.9495496,Hemiptera,Coreidae,Leptoglossus,Leptoglossus zonatus
2017,4,30,32.23224326,-110.9538534,Hemiptera,Coreidae,Leptoglossus,
2020,2,28,32.23160106,-110.9580247,Hemiptera,Coreidae,Leptoglossus,
2017,8,21,32.23263613,-110.9506872,Hemiptera,Coreidae,Mozena,Mozena arizonensis
2018,4,30,32.23157202,-110.947237,Hemiptera,Coreidae,Mozena,Mozena arizonensis
2020,4,19,32.22402583,-110.9421029,Hemiptera,Coreidae,Mozena,Mozena buenoi
2019,5,28,32.23042167,-110.953025,Hemiptera,Coreidae,Mozena,
2019,6,6,32.23660278,-110.9406891,Hemiptera,Coreidae,Mozena,
2019,9,13,32.23290555,-110.9516489,Hemiptera,Coreidae,Mozena,
2020,8,25,32.233359,-110.952881,Hemiptera,Coreidae,Mozena,
2020,9,18,32.22852657,-110.9511544,Hemiptera,Coreidae,Mozena,
2018,4,11,32.2320261,-110.9539789,Hemiptera,Coreidae,Narnia,Narnia femorata
2018,4,11,32.23178667,-110.9539633,Hemiptera,Coreidae,Narnia,Narnia femorata
2018,12,2,32.231386,-110.9525073,Hemiptera,Coreidae,Narnia,Narnia femorata
2017,4,12,32.23173273,-110.9539678,Hemiptera,Coreidae,Narnia,
2017,4,12,32.23177484,-110.9539182,Hemiptera,Coreidae,Narnia,
2017,4,12,32.23202511,-110.9549419,Hemiptera,Coreidae,Narnia,
2017,4,12,32.23197887,-110.953945,Hemiptera,Coreidae,Narnia,
2017,4,12,32.23196508,-110.9539364,Hemiptera,Coreidae,Narnia,
2017,4,12,32.23200163,-110.9539788,Hemiptera,Coreidae,Narnia,
2017,4,12,32.23194522,-110.9538874,Hemiptera,Coreidae,Narnia,
2017,4,12,32.23184132,-110.9539626,Hemiptera,Coreidae,Narnia,
2017,4,12,32.22626573,-110.953358,Hemiptera,Coreidae,Narnia,
2017,4,12,32.2319671,-110.953807,Hemiptera,Coreidae,Narnia,
2017,4,12,32.23174355,-110.9539289,Hemiptera,Coreidae,Narnia,
2018,4,11,32.23195325,-110.9539683,Hemiptera,Coreidae,Narnia,
2018,4,11,32.23178114,-110.9539924,Hemiptera,Coreidae,Narnia,
2018,4,11,32.23176828,-110.9539628,Hemiptera,Coreidae,Narnia,
2018,4,11,32.23186904,-110.9539198,Hemiptera,Coreidae,Narnia,
2018,4,11,32.23191509,-110.953892,Hemiptera,Coreidae,Narnia,
2018,4,11,32.23181249,-110.9540238,Hemiptera,Coreidae,Narnia,
2018,4,11,32.23193244,-110.9540017,Hemiptera,Coreidae,Narnia,
2018,4,11,32.23188182,-110.9539496,Hemiptera,Coreidae,Narnia,
2018,4,11,32.23185624,-110.9539625,Hemiptera,Coreidae,Narnia,
2018,4,11,32.23197099,-110.9539352,Hemiptera,Coreidae,Narnia,
2018,4,11,32.23196816,-110.9539068,Hemiptera,Coreidae,Narnia,
2018,4,11,32.23197099,-110.9539352,Hemiptera,Coreidae,Narnia,
2018,4,11,32.23202833,-110.954375,Hemiptera,Coreidae,Narnia,
2018,4,11,32.23196275,-110.9539885,Hemiptera,Coreidae,Narnia,
2018,4,11,32.23181957,-110.9540275,Hemiptera,Coreidae,Narnia,
2018,6,8,32.22878667,-110.9546583,Hemiptera,Coreidae,Narnia,
2019,9,5,32.229298,-110.95238,Hemiptera,Coreidae,Narnia,
2016,6,24,32.2394262,-110.9463326,Hemiptera,Coreidae,Thasus,Thasus neocalifornicus
2016,6,24,32.239408,-110.946019,Hemiptera,Coreidae,Thasus,Thasus neocalifornicus
2016,9,2,32.23114186,-110.958746,Hemiptera,Coreidae,Thasus,Thasus neocalifornicus
2017,6,21,32.2308417,-110.951023,Hemiptera,Coreidae,Thasus,Thasus neocalifornicus
2017,10,14,32.23206625,-110.9514921,Hemiptera,Coreidae,Thasus,Thasus neocalifornicus
2017,11,28,32.23982579,-110.9544145,Hemiptera,Coreidae,Thasus,Thasus neocalifornicus
2017,11,28,32.23980585,-110.9544297,Hemiptera,Coreidae,Thasus,Thasus neocalifornicus
2017,11,28,32.23987674,-110.9544598,Hemiptera,Coreidae,Thasus,Thasus neocalifornicus
2018,9,10,32.22840773,-110.9587199,Hemiptera,Coreidae,Thasus,Thasus neocalifornicus
2019,6,7,32.23546931,-110.9541008,Hemiptera,Coreidae,Thasus,Thasus neocalifornicus
2019,6,13,32.23458476,-110.9503407,Hemiptera,Coreidae,Thasus,Thasus neocalifornicus
2019,8,21,32.23528333,-110.954125,Hemiptera,Coreidae,Thasus,Thasus neocalifornicus
2019,9,5,32.2343152,-110.9563486,Hemiptera,Coreidae,Thasus,Thasus neocalifornicus
2019,9,5,32.235468,-110.953955,Hemiptera,Coreidae,Thasus,Thasus neocalifornicus
2019,9,6,32.22934812,-110.9505407,Hemiptera,Coreidae,Thasus,Thasus neocalifornicus
2019,9,7,32.23272091,-110.952389,Hemiptera,Coreidae,Thasus,Thasus neocalifornicus
2019,9,7,32.23199844,-110.9514847,Hemiptera,Coreidae,Thasus,Thasus neocalifornicus
2019,9,8,32.23544567,-110.9541993,Hemiptera,Coreidae,Thasus,Thasus neocalifornicus
2019,9,10,32.2354525,-110.9539847,Hemiptera,Coreidae,Thasus,Thasus neocalifornicus
2019,9,23,32.23081655,-110.9540559,Hemiptera,Coreidae,Thasus,Thasus neocalifornicus
2020,5,24,32.23556302,-110.9540797,Hemiptera,Coreidae,Thasus,Thasus neocalifornicus
2020,8,16,32.232162,-110.951946,Hemiptera,Coreidae,Thasus,Thasus neocalifornicus
2020,8,26,32.23738349,-110.9538651,Hemiptera,Coreidae,Thasus,Thasus neocalifornicus
2020,8,27,32.2285199,-110.9511544,Hemiptera,Coreidae,Thasus,Thasus neocalifornicus
2020,9,3,32.23242167,-110.9505,Hemiptera,Coreidae,Thasus,Thasus neocalifornicus
2020,9,4,32.23166219,-110.9536208,Hemiptera,Coreidae,Thasus,Thasus neocalifornicus
2019,9,6,32.235541,-110.954773,Hemiptera,Coreidae,Thasus,
2019,9,15,32.23523331,-110.9543533,Hemiptera,Coreidae,Thasus,
2020,7,10,32.23535833,-110.9541033,Hemiptera,Coreidae,Thasus,
2020,7,10,32.23551667,-110.9542467,Hemiptera,Coreidae,Thasus,
2020,7,25,32.23537833,-110.9540467,Hemiptera,Coreidae,Thasus,
2018,4,11,32.23179636,-110.9539473,Hemiptera,Coreidae,,
2018,10,17,32.23186606,-110.9512035,Hemiptera,Coreidae,,
2018,12,4,32.22874432,-110.9505718,Hemiptera,Coreidae,,
2019,9,6,32.2286318,-110.9573485,Hemiptera,Coreidae,,
2020,7,3,32.23235333,-110.9564667,Hemiptera,Coreidae,,
2016,4,14,32.22527314,-110.9628579,Hemiptera,Dactylopiidae,Dactylopius,Dactylopius coccus
2017,9,22,32.23190605,-110.9509229,Hemiptera,Dactylopiidae,Dactylopius,Dactylopius coccus
2018,12,3,32.23787253,-110.9578589,Hemiptera,Dactylopiidae,Dactylopius,Dactylopius coccus
2016,3,15,32.22900912,-110.9627214,Hemiptera,Dactylopiidae,Dactylopius,
2017,7,24,32.23180135,-110.9629716,Hemiptera,Dactylopiidae,Dactylopius,
2018,10,12,32.23201796,-110.9522427,Hemiptera,Dactylopiidae,Dactylopius,
2018,12,3,32.22769365,-110.9593142,Hemiptera,Dactylopiidae,Dactylopius,
2018,12,3,32.22790748,-110.9592973,Hemiptera,Dactylopiidae,Dactylopius,
2019,8,28,32.23276627,-110.948216,Hemiptera,Dactylopiidae,Dactylopius,
2019,9,25,32.23187372,-110.9510538,Hemiptera,Dactylopiidae,Dactylopius,
2019,9,25,32.23186509,-110.9510538,Hemiptera,Dactylopiidae,Dactylopius,
2020,8,17,32.2318671,-110.9534181,Hemiptera,Dactylopiidae,Dactylopius,
2014,2,18,32.224064,-110.961613,Hemiptera,Dactylopiidae,,
2019,5,8,32.22346497,-110.953125,Hemiptera,Largidae,Largus,Largus succinctus
2019,11,13,32.24096758,-110.9583481,Hemiptera,Largidae,Largus,
2020,3,11,32.22583,-110.9389717,Hemiptera,Largidae,Largus,
2020,9,1,32.22852657,-110.9511544,Hemiptera,Largidae,Largus,
2020,8,16,32.232162,-110.951946,Hemiptera,Largidae,,
2018,10,3,32.22792728,-110.9587645,Hemiptera,Lygaeidae,Lygaeus,Lygaeus kalmii
2019,4,25,32.22856333,-110.9544217,Hemiptera,Lygaeidae,Lygaeus,Lygaeus kalmii
2019,9,8,32.23048872,-110.9520206,Hemiptera,Lygaeidae,Lygaeus,Lygaeus kalmii
2019,9,12,32.23496345,-110.9504697,Hemiptera,Lygaeidae,Lygaeus,Lygaeus kalmii
2020,8,26,32.24009684,-110.9494141,Hemiptera,Lygaeidae,Lygaeus,Lygaeus kalmii
2020,8,29,32.24382242,-110.937144,Hemiptera,Lygaeidae,Lygaeus,Lygaeus kalmii
2020,9,11,32.232405,-110.9394383,Hemiptera,Lygaeidae,Lygaeus,Lygaeus kalmii
2018,4,23,32.23327624,-110.9520899,Hemiptera,Lygaeidae,Lygaeus,Lygaeus reclivatus
2020,9,12,32.23324694,-110.9608611,Hemiptera,Lygaeidae,Lygaeus,
2016,4,7,32.2259794,-110.9599824,Hemiptera,Lygaeidae,Melacoryphus,Melacoryphus lateralis
2020,9,5,32.22852657,-110.9511544,Hemiptera,Lygaeidae,Melacoryphus,Melacoryphus rubicollis
2016,7,20,32.2302631,-110.9518278,Hemiptera,Lygaeidae,Oncopeltus,Oncopeltus fasciatus
2017,4,28,32.23052847,-110.9523056,Hemiptera,Lygaeidae,Oncopeltus,Oncopeltus fasciatus
2017,9,26,32.23268431,-110.9493476,Hemiptera,Lygaeidae,Oncopeltus,Oncopeltus fasciatus
2017,10,16,32.23049102,-110.9522881,Hemiptera,Lygaeidae,Oncopeltus,Oncopeltus fasciatus
2017,10,17,32.23043354,-110.9521104,Hemiptera,Lygaeidae,Oncopeltus,Oncopeltus fasciatus
2017,11,30,32.23100637,-110.9647492,Hemiptera,Lygaeidae,Oncopeltus,Oncopeltus fasciatus
2018,4,24,32.23435531,-110.95608,Hemiptera,Lygaeidae,Oncopeltus,Oncopeltus fasciatus
2019,5,30,32.23050878,-110.9521341,Hemiptera,Lygaeidae,Oncopeltus,Oncopeltus fasciatus
2019,11,12,32.23018,-110.9522204,Hemiptera,Lygaeidae,Oncopeltus,Oncopeltus fasciatus
2020,7,15,32.23050278,-110.95195,Hemiptera,Lygaeidae,Oncopeltus,Oncopeltus fasciatus
2020,7,15,32.23050278,-110.9520028,Hemiptera,Lygaeidae,Oncopeltus,
2019,5,1,32.23472537,-110.9631613,Hemiptera,Lygaeidae,Xyonysius,Xyonysius californicus
2019,4,21,32.22335434,-110.9528427,Hemiptera,Lygaeidae,,
2020,9,4,32.23059289,-110.9556618,Hemiptera,Lygaeidae,,
2018,4,23,32.23498932,-110.9549387,Hemiptera,Membracidae,,
2018,4,23,32.2349614,-110.9549021,Hemiptera,Membracidae,,
2018,4,23,32.23491765,-110.9549563,Hemiptera,Membracidae,,
2018,4,13,32.2277,-110.951721,Hemiptera,Miridae,Neurocolpus,
2016,4,5,32.22665389,-110.9619651,Hemiptera,Miridae,Phytocoris,
2016,4,11,32.2264218,-110.9619769,Hemiptera,Miridae,Phytocoris,
2018,5,10,32.22677815,-110.9622021,Hemiptera,Miridae,Phytocoris,
2016,3,16,32.22886789,-110.9639046,Hemiptera,Miridae,,
2016,4,11,32.22662215,-110.9623315,Hemiptera,Miridae,,
2016,4,11,32.22626271,-110.9609575,Hemiptera,Miridae,,
2016,4,11,32.22641195,-110.9620364,Hemiptera,Miridae,,
2018,4,13,32.23212924,-110.9539032,Hemiptera,Miridae,,
2020,4,30,32.23092167,-110.952195,Hemiptera,Miridae,,
2018,11,29,32.23358891,-110.9565922,Hemiptera,Notonectidae,,
2016,4,11,32.22686763,-110.9604321,Hemiptera,Pentatomidae,Brochymena,
2017,4,12,32.23203176,-110.9539807,Hemiptera,Pentatomidae,Brochymena,
2017,6,19,32.22989892,-110.9528226,Hemiptera,Pentatomidae,Brochymena,
2018,11,5,32.231645,-110.9526833,Hemiptera,Pentatomidae,Brochymena,
2019,9,12,32.23272833,-110.9506133,Hemiptera,Pentatomidae,Brochymena,
2019,9,12,32.23423386,-110.9555511,Hemiptera,Pentatomidae,Brochymena,
2020,8,16,32.232162,-110.951946,Hemiptera,Pentatomidae,Brochymena,
2019,5,24,32.22344971,-110.9530029,Hemiptera,Pentatomidae,Chlorochroa,Chlorochroa uhleri
2015,10,29,32.225391,-110.962447,Hemiptera,Reduviidae,Zelus,Zelus renardii
2018,10,18,32.23114395,-110.9517517,Hemiptera,Reduviidae,Zelus,Zelus renardii
2020,9,18,32.23327235,-110.960459,Hemiptera,Reduviidae,Zelus,Zelus tetracanthus
2019,5,25,32.22345352,-110.9528503,Hemiptera,Reduviidae,Zelus,
2017,4,12,32.23176886,-110.9537854,Hemiptera,Reduviidae,,
2017,4,13,32.23384971,-110.959894,Hemiptera,Reduviidae,,
2018,4,11,32.23188893,-110.9538305,Hemiptera,Reduviidae,,
2018,4,11,32.23192913,-110.9538059,Hemiptera,Reduviidae,,
2018,4,11,32.23185152,-110.9538792,Hemiptera,Reduviidae,,
2019,5,3,32.23841,-110.942101,Hemiptera,Reduviidae,,
2019,9,25,32.23349143,-110.9511445,Hemiptera,Rhopalidae,,
2018,2,17,32.2299481,-110.954885,Hemiptera,Rhyparochromidae,Pseudopamera,
2016,3,15,32.22847167,-110.9639117,Hemiptera,Rhyparochromidae,,
2016,3,15,32.228205,-110.9636967,Hemiptera,Rhyparochromidae,,
2018,4,11,32.23181582,-110.9537983,Hemiptera,Thyreocoridae,,
2016,4,11,32.22596959,-110.9609373,Hemiptera,,,
2017,4,12,32.23175373,-110.953909,Hemiptera,,,
2018,4,11,32.23196366,-110.9539859,Hemiptera,,,
2018,4,11,32.23202833,-110.954375,Hemiptera,,,
2019,9,9,32.23158333,-110.9557283,Hemiptera,,,
2020,3,14,32.23251649,-110.9534952,Hemiptera,,,
2020,4,16,32.24023,-110.9612117,Hemiptera,,,
2020,5,23,32.23545338,-110.9540202,Hemiptera,,,
2020,7,27,32.23045,-110.9522867,Hemiptera,,,
2020,9,18,32.23276552,-110.952435,Hemiptera,,,
2020,9,19,32.23611692,-110.9541522,Hemiptera,,,
2020,9,21,32.23844616,-110.9547366,Hemiptera,,,
2017,4,12,32.2318412,-110.9539251,Hymenoptera,Apidae,Anthophora,Anthophora californica
2017,4,12,32.23197971,-110.9538477,Hymenoptera,Apidae,Anthophora,Anthophora californica
2019,9,10,32.23227222,-110.9504694,Hymenoptera,Apidae,Anthophora,Anthophora californica
2019,9,15,32.23225503,-110.9512166,Hymenoptera,Apidae,Anthophora,Anthophora californica
2020,4,16,32.22490269,-110.958882,Hymenoptera,Apidae,Anthophora,Anthophora californica
2015,10,29,32.225415,-110.962394,Hymenoptera,Apidae,Apis,Apis mellifera
2015,10,29,32.225487,-110.96241,Hymenoptera,Apidae,Apis,Apis mellifera
2015,10,29,32.225462,-110.962391,Hymenoptera,Apidae,Apis,Apis mellifera
2016,3,14,32.2284005,-110.9630977,Hymenoptera,Apidae,Apis,Apis mellifera
2016,3,14,32.22891608,-110.9627677,Hymenoptera,Apidae,Apis,Apis mellifera
2016,3,15,32.2287898,-110.9625544,Hymenoptera,Apidae,Apis,Apis mellifera
2016,3,15,32.22890686,-110.9627561,Hymenoptera,Apidae,Apis,Apis mellifera
2016,3,15,32.22897308,-110.9627833,Hymenoptera,Apidae,Apis,Apis mellifera
2016,3,15,32.22873365,-110.9632744,Hymenoptera,Apidae,Apis,Apis mellifera
2016,3,15,32.2288138,-110.9625726,Hymenoptera,Apidae,Apis,Apis mellifera
2016,3,15,32.22893209,-110.9628108,Hymenoptera,Apidae,Apis,Apis mellifera
2016,3,16,32.22890229,-110.9638023,Hymenoptera,Apidae,Apis,Apis mellifera
2016,4,7,32.22548239,-110.9623301,Hymenoptera,Apidae,Apis,Apis mellifera
2016,4,7,32.22360595,-110.9586089,Hymenoptera,Apidae,Apis,Apis mellifera
2016,4,11,32.22532745,-110.9623358,Hymenoptera,Apidae,Apis,Apis mellifera
2016,4,12,32.22558088,-110.9623954,Hymenoptera,Apidae,Apis,Apis mellifera
2016,4,12,32.22505,-110.961445,Hymenoptera,Apidae,Apis,Apis mellifera
2016,4,13,32.22567136,-110.9615974,Hymenoptera,Apidae,Apis,Apis mellifera
2016,7,21,32.2407163,-110.9455221,Hymenoptera,Apidae,Apis,Apis mellifera
2016,11,30,32.23178118,-110.95387,Hymenoptera,Apidae,Apis,Apis mellifera
2016,11,30,32.23182672,-110.95382,Hymenoptera,Apidae,Apis,Apis mellifera
2016,11,30,32.23184331,-110.9537899,Hymenoptera,Apidae,Apis,Apis mellifera
2016,11,30,32.23168043,-110.9538083,Hymenoptera,Apidae,Apis,Apis mellifera
2017,3,10,32.22393836,-110.9523073,Hymenoptera,Apidae,Apis,Apis mellifera
2017,3,10,32.22564026,-110.9624022,Hymenoptera,Apidae,Apis,Apis mellifera
2017,3,10,32.2260806,-110.9633514,Hymenoptera,Apidae,Apis,Apis mellifera
2017,3,22,32.22622159,-110.9585325,Hymenoptera,Apidae,Apis,Apis mellifera
2017,4,10,32.22538445,-110.9523987,Hymenoptera,Apidae,Apis,Apis mellifera
2017,4,12,32.23197599,-110.9538235,Hymenoptera,Apidae,Apis,Apis mellifera
2017,4,12,32.23190465,-110.9538321,Hymenoptera,Apidae,Apis,Apis mellifera
2017,4,12,32.2318386,-110.9537372,Hymenoptera,Apidae,Apis,Apis mellifera
2017,4,12,32.23202216,-110.9539679,Hymenoptera,Apidae,Apis,Apis mellifera
2017,4,12,32.23109071,-110.9530577,Hymenoptera,Apidae,Apis,Apis mellifera
2017,4,12,32.23114535,-110.9530292,Hymenoptera,Apidae,Apis,Apis mellifera
2017,4,12,32.23105748,-110.9529093,Hymenoptera,Apidae,Apis,Apis mellifera
2017,4,12,32.23159343,-110.9537945,Hymenoptera,Apidae,Apis,Apis mellifera
2017,4,12,32.23110611,-110.9530435,Hymenoptera,Apidae,Apis,Apis mellifera
2017,4,12,32.23086982,-110.952961,Hymenoptera,Apidae,Apis,Apis mellifera
2017,4,12,32.23111038,-110.9530642,Hymenoptera,Apidae,Apis,Apis mellifera
2017,4,12,32.23079715,-110.9530951,Hymenoptera,Apidae,Apis,Apis mellifera
2017,4,12,32.23154578,-110.9511308,Hymenoptera,Apidae,Apis,Apis mellifera
2017,4,12,32.231545,-110.95115,Hymenoptera,Apidae,Apis,Apis mellifera
2017,4,12,32.23186932,-110.9511368,Hymenoptera,Apidae,Apis,Apis mellifera
2017,4,12,32.23184444,-110.9538801,Hymenoptera,Apidae,Apis,Apis mellifera
2017,4,13,32.2310862,-110.9529455,Hymenoptera,Apidae,Apis,Apis mellifera
2017,4,13,32.22690333,-110.9517217,Hymenoptera,Apidae,Apis,Apis mellifera
2017,4,13,32.23182982,-110.9540552,Hymenoptera,Apidae,Apis,Apis mellifera
2017,4,24,32.23108004,-110.9530292,Hymenoptera,Apidae,Apis,Apis mellifera
2017,5,5,32.23053882,-110.9540076,Hymenoptera,Apidae,Apis,Apis mellifera
2017,7,4,32.23846821,-110.9508904,Hymenoptera,Apidae,Apis,Apis mellifera
2018,3,12,32.23187412,-110.9559132,Hymenoptera,Apidae,Apis,Apis mellifera
2018,3,20,32.23647,-110.9543,Hymenoptera,Apidae,Apis,Apis mellifera
2018,4,11,32.2318692,-110.9537217,Hymenoptera,Apidae,Apis,Apis mellifera
2018,4,11,32.23192992,-110.9539499,Hymenoptera,Apidae,Apis,Apis mellifera
2018,4,11,32.23189058,-110.9539823,Hymenoptera,Apidae,Apis,Apis mellifera
2018,4,11,32.23185237,-110.9538465,Hymenoptera,Apidae,Apis,Apis mellifera
2018,4,11,32.23198322,-110.9538526,Hymenoptera,Apidae,Apis,Apis mellifera
2018,4,11,32.23180633,-110.9538492,Hymenoptera,Apidae,Apis,Apis mellifera
2018,4,11,32.23193692,-110.9538948,Hymenoptera,Apidae,Apis,Apis mellifera
2018,4,11,32.23197087,-110.9539627,Hymenoptera,Apidae,Apis,Apis mellifera
2018,4,11,32.23181488,-110.9538723,Hymenoptera,Apidae,Apis,Apis mellifera
2018,4,11,32.23193667,-110.953925,Hymenoptera,Apidae,Apis,Apis mellifera
2018,4,11,32.23184435,-110.9539246,Hymenoptera,Apidae,Apis,Apis mellifera
2018,4,11,32.23191576,-110.953901,Hymenoptera,Apidae,Apis,Apis mellifera
2018,4,11,32.2317653,-110.9538225,Hymenoptera,Apidae,Apis,Apis mellifera
2018,4,11,32.23192933,-110.9539514,Hymenoptera,Apidae,Apis,Apis mellifera
2018,4,11,32.23193667,-110.953925,Hymenoptera,Apidae,Apis,Apis mellifera
2018,4,11,32.23176647,-110.9538236,Hymenoptera,Apidae,Apis,Apis mellifera
2018,4,11,32.23554042,-110.9543349,Hymenoptera,Apidae,Apis,Apis mellifera
2018,4,16,32.23218533,-110.9511854,Hymenoptera,Apidae,Apis,Apis mellifera
2018,4,21,32.23341991,-110.9566478,Hymenoptera,Apidae,Apis,Apis mellifera
2018,4,23,32.23342198,-110.9566272,Hymenoptera,Apidae,Apis,Apis mellifera
2018,4,23,32.23337312,-110.95656,Hymenoptera,Apidae,Apis,Apis mellifera
2018,4,23,32.23350191,-110.956676,Hymenoptera,Apidae,Apis,Apis mellifera
2018,4,23,32.23350271,-110.9566264,Hymenoptera,Apidae,Apis,Apis mellifera
2018,4,24,32.2264751,-110.9616638,Hymenoptera,Apidae,Apis,Apis mellifera
2018,5,10,32.22648462,-110.9620636,Hymenoptera,Apidae,Apis,Apis mellifera
2018,5,10,32.22643663,-110.9619418,Hymenoptera,Apidae,Apis,Apis mellifera
2018,10,12,32.23068833,-110.9525667,Hymenoptera,Apidae,Apis,Apis mellifera
2018,10,12,32.23065333,-110.9524,Hymenoptera,Apidae,Apis,Apis mellifera
2018,10,12,32.23072833,-110.9525383,Hymenoptera,Apidae,Apis,Apis mellifera
2018,10,24,32.23190689,-110.9536362,Hymenoptera,Apidae,Apis,Apis mellifera
2018,11,5,32.23233955,-110.9519378,Hymenoptera,Apidae,Apis,Apis mellifera
2018,11,13,32.2384381,-110.9540563,Hymenoptera,Apidae,Apis,Apis mellifera
2018,11,27,32.23213808,-110.9581355,Hymenoptera,Apidae,Apis,Apis mellifera
2018,11,28,32.22855739,-110.9569452,Hymenoptera,Apidae,Apis,Apis mellifera
2018,11,29,32.2307061,-110.953676,Hymenoptera,Apidae,Apis,Apis mellifera
2018,11,30,32.22252129,-110.9589458,Hymenoptera,Apidae,Apis,Apis mellifera
2018,11,30,32.23345274,-110.9528547,Hymenoptera,Apidae,Apis,Apis mellifera
2018,11,30,32.23283719,-110.9524251,Hymenoptera,Apidae,Apis,Apis mellifera
2018,11,30,32.23167833,-110.9570383,Hymenoptera,Apidae,Apis,Apis mellifera
2018,11,30,32.23168792,-110.95387,Hymenoptera,Apidae,Apis,Apis mellifera
2018,12,1,32.230683,-110.9543788,Hymenoptera,Apidae,Apis,Apis mellifera
2018,12,2,32.22915595,-110.9503564,Hymenoptera,Apidae,Apis,Apis mellifera
2018,12,5,32.2352667,-110.9576359,Hymenoptera,Apidae,Apis,Apis mellifera
2019,5,31,32.2266922,-110.9491043,Hymenoptera,Apidae,Apis,Apis mellifera
2019,6,24,32.23635101,-110.9417038,Hymenoptera,Apidae,Apis,Apis mellifera
2019,9,4,32.23182833,-110.95385,Hymenoptera,Apidae,Apis,Apis mellifera
2019,9,5,32.23193333,-110.9523467,Hymenoptera,Apidae,Apis,Apis mellifera
2019,9,5,32.23365197,-110.9566555,Hymenoptera,Apidae,Apis,Apis mellifera
2019,9,6,32.232248,-110.950923,Hymenoptera,Apidae,Apis,Apis mellifera
2019,9,8,32.23533688,-110.9583843,Hymenoptera,Apidae,Apis,Apis mellifera
2019,9,9,32.23196167,-110.9496,Hymenoptera,Apidae,Apis,Apis mellifera
2019,9,9,32.232445,-110.9495383,Hymenoptera,Apidae,Apis,Apis mellifera
2019,9,9,32.2329935,-110.9498421,Hymenoptera,Apidae,Apis,Apis mellifera
2019,9,9,32.23315,-110.9498444,Hymenoptera,Apidae,Apis,Apis mellifera
2019,9,10,32.23182167,-110.9582833,Hymenoptera,Apidae,Apis,Apis mellifera
2019,9,10,32.23172,-110.9539417,Hymenoptera,Apidae,Apis,Apis mellifera
2019,9,10,32.23176667,-110.9539117,Hymenoptera,Apidae,Apis,Apis mellifera
2019,9,10,32.23192155,-110.953921,Hymenoptera,Apidae,Apis,Apis mellifera
2019,9,11,32.231802,-110.953889,Hymenoptera,Apidae,Apis,Apis mellifera
2019,9,11,32.23216845,-110.9507614,Hymenoptera,Apidae,Apis,Apis mellifera
2019,9,11,32.23277778,-110.9497222,Hymenoptera,Apidae,Apis,Apis mellifera
2019,9,11,32.232984,-110.950104,Hymenoptera,Apidae,Apis,Apis mellifera
2019,9,11,32.233231,-110.949487,Hymenoptera,Apidae,Apis,Apis mellifera
2019,9,11,32.23185833,-110.949555,Hymenoptera,Apidae,Apis,Apis mellifera
2019,9,12,32.2317411,-110.9494564,Hymenoptera,Apidae,Apis,Apis mellifera
2019,9,12,32.23333667,-110.9560383,Hymenoptera,Apidae,Apis,Apis mellifera
2019,9,12,32.23323056,-110.9497889,Hymenoptera,Apidae,Apis,Apis mellifera
2019,9,12,32.22943216,-110.9501261,Hymenoptera,Apidae,Apis,Apis mellifera
2019,9,12,32.22934723,-110.9548645,Hymenoptera,Apidae,Apis,Apis mellifera
2019,9,12,32.22922462,-110.9521057,Hymenoptera,Apidae,Apis,Apis mellifera
2019,9,13,32.23225278,-110.9488056,Hymenoptera,Apidae,Apis,Apis mellifera
2019,9,13,32.2319,-110.9537717,Hymenoptera,Apidae,Apis,Apis mellifera
2019,9,13,32.23177833,-110.953925,Hymenoptera,Apidae,Apis,Apis mellifera
2019,9,13,32.23177778,-110.953925,Hymenoptera,Apidae,Apis,Apis mellifera
2019,9,14,32.232545,-110.9458083,Hymenoptera,Apidae,Apis,Apis mellifera
2019,9,14,32.23194504,-110.9494476,Hymenoptera,Apidae,Apis,Apis mellifera
2019,9,15,32.23327,-110.95022,Hymenoptera,Apidae,Apis,Apis mellifera
