Year,Month,Day,Order,Family,Genus,Species
2015,11,27,Hymenoptera,Apidae,Bombus,spp.
2015,11,27,Hymenoptera,Apidae,Bombus,spp.
2015,11,27,Hymenoptera,Apidae,Bombus,spp.
2015,11,27,Hymenoptera,Apidae,Bombus,spp.
2015,11,27,Hymenoptera,Apidae,Bombus,spp.
2015,11,27,Hymenoptera,Apidae,Bombus,spp.
2015,12,1,Hymenoptera,Apidae,Bombus,spp.
2015,12,1,Hymenoptera,Apidae,Bombus,spp.
2015,12,1,Hymenoptera,Apidae,Bombus,spp.
2015,12,1,Hymenoptera,Apidae,Bombus,spp.
2015,12,1,Hymenoptera,Apidae,Bombus,spp.
2015,12,1,Hymenoptera,Apidae,Bombus,spp.
2015,12,1,Hymenoptera,Apidae,Bombus,spp.
2015,12,1,Hymenoptera,Apidae,Bombus,spp.
2015,12,1,Hymenoptera,Apidae,Bombus,spp.
2015,12,1,Hymenoptera,Apidae,Bombus,spp.
2015,12,1,Hymenoptera,Apidae,Bombus,spp.
2015,12,1,Hymenoptera,Apidae,Bombus,spp.
2015,12,1,Hymenoptera,Apidae,Bombus,spp.
2015,12,1,Hymenoptera,Apidae,Bombus,spp.
2015,12,1,Hymenoptera,Apidae,Bombus,spp.
2015,12,1,Hymenoptera,Apidae,Bombus,spp.
2015,12,1,Hymenoptera,Apidae,Bombus,spp.
2015,12,1,Hymenoptera,Apidae,Bombus,spp.
2015,12,1,Hymenoptera,Apidae,Bombus,spp.
2015,12,1,Hymenoptera,Apidae,Bombus,spp.
2015,12,1,Hymenoptera,Apidae,Bombus,spp.
2015,12,1,Hymenoptera,Apidae,Bombus,spp.
2015,12,1,Hymenoptera,Apidae,Bombus,spp.
2015,12,1,Hymenoptera,Apidae,Bombus,spp.
2015,12,4,Hymenoptera,Apidae,Bombus,spp.
2015,12,4,Hymenoptera,Apidae,Bombus,spp.
2015,12,4,Hymenoptera,Apidae,Bombus,spp.
2015,12,4,Hymenoptera,Apidae,Bombus,spp.
2015,12,4,Hymenoptera,Apidae,Bombus,spp.
2015,12,4,Hymenoptera,Apidae,Bombus,spp.
2015,12,4,Hymenoptera,Apidae,Bombus,spp.
2015,12,4,Hymenoptera,Apidae,Bombus,spp.
2015,12,6,Hymenoptera,Apidae,Bombus,spp.
2015,12,6,Hymenoptera,Apidae,Bombus,spp.
2015,12,6,Hymenoptera,Apidae,Bombus,spp.
2015,12,6,Hymenoptera,Apidae,Bombus,spp.
2015,12,6,Hymenoptera,Apidae,Bombus,spp.
2015,12,6,Hymenoptera,Apidae,Bombus,spp.
2015,12,6,Hymenoptera,Apidae,Bombus,spp.
2015,12,6,Hymenoptera,Apidae,Bombus,spp.
2015,12,6,Hymenoptera,Apidae,Bombus,spp.
2015,12,6,Hymenoptera,Apidae,Bombus,spp.
2015,12,8,Hymenoptera,Apidae,Bombus,spp.
2015,12,8,Hymenoptera,Apidae,Bombus,spp.
2015,12,8,Hymenoptera,Apidae,Bombus,spp.
2015,12,8,Hymenoptera,Apidae,Bombus,spp.
2015,12,8,Hymenoptera,Apidae,Bombus,spp.
2015,12,8,Hymenoptera,Apidae,Bombus,spp.
2015,12,8,Hymenoptera,Apidae,Bombus,spp.
2015,12,8,Hymenoptera,Apidae,Bombus,spp.
2015,12,8,Hymenoptera,Apidae,Bombus,spp.
2015,12,8,Hymenoptera,Apidae,Bombus,spp.
2015,12,8,Hymenoptera,Apidae,Bombus,spp.
2015,12,8,Hymenoptera,Apidae,Bombus,spp.
2015,12,8,Hymenoptera,Apidae,Bombus,spp.
2015,12,8,Hymenoptera,Apidae,Bombus,spp.
2015,12,8,Hymenoptera,Apidae,Bombus,spp.
2015,12,8,Hymenoptera,Apidae,Bombus,spp.
2015,12,9,Hymenoptera,Apidae,Bombus,spp.
2015,12,9,Hymenoptera,Apidae,Bombus,spp.
2015,12,9,Hymenoptera,Apidae,Bombus,spp.
2015,12,9,Hymenoptera,Apidae,Bombus,spp.
2015,12,9,Hymenoptera,Apidae,Bombus,spp.
2015,12,9,Hymenoptera,Apidae,Bombus,spp.
2015,12,9,Hymenoptera,Apidae,Bombus,spp.
2015,12,9,Hymenoptera,Apidae,Bombus,spp.
2015,12,9,Hymenoptera,Apidae,Bombus,spp.
2015,12,9,Hymenoptera,Apidae,Bombus,spp.
2015,12,9,Hymenoptera,Apidae,Bombus,spp.
2015,12,9,Hymenoptera,Apidae,Bombus,spp.
2015,12,9,Hymenoptera,Apidae,Bombus,spp.
2015,12,9,Hymenoptera,Apidae,Bombus,spp.
2015,12,9,Hymenoptera,Apidae,Bombus,spp.
2015,12,9,Hymenoptera,Apidae,Bombus,spp.
2016,2,5,Hymenoptera,Apidae,Bombus,spp.
2016,2,5,Hymenoptera,Apidae,Bombus,spp.
2016,2,5,Hymenoptera,Apidae,Bombus,spp.
2016,2,5,Hymenoptera,Apidae,Bombus,spp.
2016,2,5,Hymenoptera,Apidae,Bombus,spp.
2016,2,5,Hymenoptera,Apidae,Bombus,spp.
2016,2,5,Hymenoptera,Apidae,Bombus,spp.
2016,2,5,Hymenoptera,Apidae,Bombus,spp.
2016,2,11,Hymenoptera,Apidae,Bombus,spp.
2016,2,11,Hymenoptera,Apidae,Bombus,spp.
2016,2,11,Hymenoptera,Apidae,Bombus,spp.
2016,2,11,Hymenoptera,Apidae,Bombus,spp.
2016,2,11,Hymenoptera,Apidae,Bombus,spp.
2016,2,11,Hymenoptera,Apidae,Bombus,spp.
2016,2,11,Hymenoptera,Apidae,Bombus,spp.
2016,2,11,Hymenoptera,Apidae,Bombus,spp.
2016,2,11,Hymenoptera,Apidae,Bombus,spp.
2016,2,11,Hymenoptera,Apidae,Bombus,spp.
2016,2,11,Hymenoptera,Apidae,Bombus,spp.
2016,2,11,Hymenoptera,Apidae,Bombus,spp.
2016,2,11,Hymenoptera,Apidae,Bombus,spp.
2016,2,11,Hymenoptera,Apidae,Bombus,spp.
2016,2,11,Hymenoptera,Apidae,Bombus,spp.
2016,2,11,Hymenoptera,Apidae,Bombus,spp.
2016,2,18,Hymenoptera,Apidae,Bombus,spp.
2016,2,18,Hymenoptera,Apidae,Bombus,spp.
2016,2,18,Hymenoptera,Apidae,Bombus,spp.
2016,2,18,Hymenoptera,Apidae,Bombus,spp.
2016,2,18,Hymenoptera,Apidae,Bombus,spp.
2016,2,18,Hymenoptera,Apidae,Bombus,spp.
2016,2,18,Hymenoptera,Apidae,Bombus,spp.
2016,2,18,Hymenoptera,Apidae,Bombus,spp.
2016,4,20,Hymenoptera,Apidae,Bombus,spp.
2016,4,20,Hymenoptera,Apidae,Bombus,spp.
2016,4,20,Hymenoptera,Apidae,Bombus,spp.
2016,4,20,Hymenoptera,Apidae,Bombus,spp.
2016,4,20,Hymenoptera,Apidae,Bombus,spp.
2016,4,20,Hymenoptera,Apidae,Bombus,spp.
2016,4,20,Hymenoptera,Apidae,Bombus,spp.
2016,4,20,Hymenoptera,Apidae,Bombus,spp.
2016,9,1,Hymenoptera,Apidae,Bombus,spp.
2016,9,1,Hymenoptera,Apidae,Bombus,spp.
2016,9,1,Hymenoptera,Apidae,Bombus,spp.
2016,9,1,Hymenoptera,Apidae,Bombus,spp.
2016,9,1,Hymenoptera,Apidae,Bombus,spp.
2016,9,1,Hymenoptera,Apidae,Bombus,spp.
2016,9,1,Hymenoptera,Apidae,Bombus,spp.
2016,9,1,Hymenoptera,Apidae,Bombus,spp.
2016,9,1,Hymenoptera,Apidae,Bombus,spp.
2016,9,1,Hymenoptera,Apidae,Bombus,spp.
2016,9,1,Hymenoptera,Apidae,Bombus,spp.
2016,9,1,Hymenoptera,Apidae,Bombus,spp.
2016,9,1,Hymenoptera,Apidae,Bombus,spp.
2016,9,1,Hymenoptera,Apidae,Bombus,spp.
2016,9,1,Hymenoptera,Apidae,Bombus,spp.
2016,9,1,Hymenoptera,Apidae,Bombus,spp.
2016,9,1,Hymenoptera,Apidae,Bombus,spp.
2016,9,1,Hymenoptera,Apidae,Bombus,spp.
2016,9,1,Hymenoptera,Apidae,Bombus,spp.
2016,9,1,Hymenoptera,Apidae,Bombus,spp.
2016,9,1,Hymenoptera,Apidae,Bombus,spp.
2016,9,1,Hymenoptera,Apidae,Bombus,spp.
2016,9,1,Hymenoptera,Apidae,Bombus,spp.
2016,9,1,Hymenoptera,Apidae,Bombus,spp.
2016,9,2,Hymenoptera,Apidae,Bombus,spp.
2016,9,2,Hymenoptera,Apidae,Bombus,spp.
2016,9,2,Hymenoptera,Apidae,Bombus,spp.
2016,9,2,Hymenoptera,Apidae,Bombus,spp.
2016,9,2,Hymenoptera,Apidae,Bombus,spp.
2016,9,2,Hymenoptera,Apidae,Bombus,spp.
2016,9,2,Hymenoptera,Apidae,Bombus,spp.
2016,9,2,Hymenoptera,Apidae,Bombus,spp.
2016,9,2,Hymenoptera,Apidae,Bombus,spp.
2016,9,2,Hymenoptera,Apidae,Bombus,spp.
2016,9,2,Hymenoptera,Apidae,Bombus,spp.
2016,9,2,Hymenoptera,Apidae,Bombus,spp.
2016,9,2,Hymenoptera,Apidae,Bombus,spp.
2016,9,2,Hymenoptera,Apidae,Bombus,spp.
2016,9,2,Hymenoptera,Apidae,Bombus,spp.
2016,9,2,Hymenoptera,Apidae,Bombus,spp.
2016,9,2,Hymenoptera,Apidae,Bombus,spp.
2016,9,2,Hymenoptera,Apidae,Bombus,spp.
2016,9,2,Hymenoptera,Apidae,Bombus,spp.
2016,9,2,Hymenoptera,Apidae,Bombus,spp.
2016,9,2,Hymenoptera,Apidae,Bombus,spp.
2016,9,2,Hymenoptera,Apidae,Bombus,spp.
2016,9,2,Hymenoptera,Apidae,Bombus,spp.
2016,9,2,Hymenoptera,Apidae,Bombus,spp.
2016,9,2,Hymenoptera,Apidae,Bombus,spp.
2016,9,2,Hymenoptera,Apidae,Bombus,spp.
2016,9,2,Hymenoptera,Apidae,Bombus,spp.
2016,9,2,Hymenoptera,Apidae,Bombus,spp.
2016,9,2,Hymenoptera,Apidae,Bombus,spp.
2016,9,2,Hymenoptera,Apidae,Bombus,spp.
2016,9,2,Hymenoptera,Apidae,Bombus,spp.
2016,9,2,Hymenoptera,Apidae,Bombus,spp.
2016,9,2,Hymenoptera,Apidae,Bombus,spp.
2016,9,2,Hymenoptera,Apidae,Bombus,spp.
2016,9,2,Hymenoptera,Apidae,Bombus,spp.
2016,9,2,Hymenoptera,Apidae,Bombus,spp.
2016,9,2,Hymenoptera,Apidae,Bombus,spp.
2016,9,2,Hymenoptera,Apidae,Bombus,spp.
2016,9,2,Hymenoptera,Apidae,Bombus,spp.
2016,9,2,Hymenoptera,Apidae,Bombus,spp.
2016,9,3,Hymenoptera,Apidae,Bombus,spp.
2016,9,3,Hymenoptera,Apidae,Bombus,spp.
2016,9,3,Hymenoptera,Apidae,Bombus,spp.
2016,9,3,Hymenoptera,Apidae,Bombus,spp.
2016,9,3,Hymenoptera,Apidae,Bombus,spp.
2016,9,3,Hymenoptera,Apidae,Bombus,spp.
2016,9,3,Hymenoptera,Apidae,Bombus,spp.
2016,9,3,Hymenoptera,Apidae,Bombus,spp.
2016,9,3,Hymenoptera,Apidae,Bombus,spp.
2016,9,3,Hymenoptera,Apidae,Bombus,spp.
2016,9,4,Hymenoptera,Apidae,Bombus,spp.
2016,9,4,Hymenoptera,Apidae,Bombus,spp.
2016,9,4,Hymenoptera,Apidae,Bombus,spp.
2016,9,4,Hymenoptera,Apidae,Bombus,spp.
2016,9,4,Hymenoptera,Apidae,Bombus,spp.
2016,9,4,Hymenoptera,Apidae,Bombus,spp.
2016,9,4,Hymenoptera,Apidae,Bombus,spp.
2016,9,4,Hymenoptera,Apidae,Bombus,spp.
2016,9,8,Hymenoptera,Apidae,Bombus,spp.
2016,9,8,Hymenoptera,Apidae,Bombus,spp.
2016,9,8,Hymenoptera,Apidae,Bombus,spp.
2016,9,8,Hymenoptera,Apidae,Bombus,spp.
2016,9,8,Hymenoptera,Apidae,Bombus,spp.
2016,9,8,Hymenoptera,Apidae,Bombus,spp.
2016,9,8,Hymenoptera,Apidae,Bombus,spp.
2016,9,8,Hymenoptera,Apidae,Bombus,spp.
2016,9,8,Hymenoptera,Apidae,Bombus,spp.
2016,9,8,Hymenoptera,Apidae,Bombus,spp.
2016,9,8,Hymenoptera,Apidae,Bombus,spp.
2016,9,8,Hymenoptera,Apidae,Bombus,spp.
2016,9,8,Hymenoptera,Apidae,Bombus,spp.
2016,9,8,Hymenoptera,Apidae,Bombus,spp.
2016,9,8,Hymenoptera,Apidae,Bombus,spp.
2016,9,8,Hymenoptera,Apidae,Bombus,spp.
2016,9,9,Hymenoptera,Apidae,Bombus,spp.
2016,9,9,Hymenoptera,Apidae,Bombus,spp.
2016,9,9,Hymenoptera,Apidae,Bombus,spp.
2016,9,9,Hymenoptera,Apidae,Bombus,spp.
2016,9,9,Hymenoptera,Apidae,Bombus,spp.
2016,9,9,Hymenoptera,Apidae,Bombus,spp.
2016,9,9,Hymenoptera,Apidae,Bombus,spp.
2016,9,9,Hymenoptera,Apidae,Bombus,spp.
2016,9,9,Hymenoptera,Apidae,Bombus,spp.
2016,9,9,Hymenoptera,Apidae,Bombus,spp.
2016,9,9,Hymenoptera,Apidae,Bombus,spp.
2016,9,9,Hymenoptera,Apidae,Bombus,spp.
2016,9,9,Hymenoptera,Apidae,Bombus,spp.
2016,9,9,Hymenoptera,Apidae,Bombus,spp.
2016,9,9,Hymenoptera,Apidae,Bombus,spp.
2016,9,9,Hymenoptera,Apidae,Bombus,spp.
2016,9,9,Hymenoptera,Apidae,Bombus,spp.
2016,9,9,Hymenoptera,Apidae,Bombus,spp.
2016,9,9,Hymenoptera,Apidae,Bombus,spp.
2016,9,9,Hymenoptera,Apidae,Bombus,spp.
2016,9,9,Hymenoptera,Apidae,Bombus,spp.
2016,9,9,Hymenoptera,Apidae,Bombus,spp.
2016,9,9,Hymenoptera,Apidae,Bombus,spp.
2016,9,9,Hymenoptera,Apidae,Bombus,spp.
2016,9,9,Hymenoptera,Apidae,Bombus,spp.
2016,9,9,Hymenoptera,Apidae,Bombus,spp.
2016,9,9,Hymenoptera,Apidae,Bombus,spp.
2016,9,9,Hymenoptera,Apidae,Bombus,spp.
2016,9,9,Hymenoptera,Apidae,Bombus,spp.
2016,9,9,Hymenoptera,Apidae,Bombus,spp.
2016,9,9,Hymenoptera,Apidae,Bombus,spp.
2016,9,9,Hymenoptera,Apidae,Bombus,spp.
2016,9,9,Hymenoptera,Apidae,Bombus,spp.
2016,9,9,Hymenoptera,Apidae,Bombus,spp.
2016,9,9,Hymenoptera,Apidae,Bombus,spp.
2016,9,9,Hymenoptera,Apidae,Bombus,spp.
2016,9,9,Hymenoptera,Apidae,Bombus,spp.
2016,9,9,Hymenoptera,Apidae,Bombus,spp.
2016,9,9,Hymenoptera,Apidae,Bombus,spp.
2016,9,13,Hymenoptera,Apidae,Bombus,spp.
2016,9,13,Hymenoptera,Apidae,Bombus,spp.
2016,9,13,Hymenoptera,Apidae,Bombus,spp.
2016,9,13,Hymenoptera,Apidae,Bombus,spp.
2016,9,13,Hymenoptera,Apidae,Bombus,spp.
2016,9,13,Hymenoptera,Apidae,Bombus,spp.
2016,9,13,Hymenoptera,Apidae,Bombus,spp.
2016,9,13,Hymenoptera,Apidae,Bombus,spp.
2016,9,14,Hymenoptera,Apidae,Bombus,spp.
2016,9,14,Hymenoptera,Apidae,Bombus,spp.
2016,9,14,Hymenoptera,Apidae,Bombus,spp.
2016,9,14,Hymenoptera,Apidae,Bombus,spp.
2016,9,14,Hymenoptera,Apidae,Bombus,spp.
2016,9,14,Hymenoptera,Apidae,Bombus,spp.
2016,9,14,Hymenoptera,Apidae,Bombus,spp.
2016,9,14,Hymenoptera,Apidae,Bombus,spp.
2016,9,15,Hymenoptera,Apidae,Bombus,spp.
2016,9,15,Hymenoptera,Apidae,Bombus,spp.
2016,9,15,Hymenoptera,Apidae,Bombus,spp.
2016,9,15,Hymenoptera,Apidae,Bombus,spp.
2016,9,15,Hymenoptera,Apidae,Bombus,spp.
2016,9,15,Hymenoptera,Apidae,Bombus,spp.
2016,9,15,Hymenoptera,Apidae,Bombus,spp.
2016,9,15,Hymenoptera,Apidae,Bombus,spp.
2016,9,15,Hymenoptera,Apidae,Bombus,spp.
2016,9,15,Hymenoptera,Apidae,Bombus,spp.
2016,9,15,Hymenoptera,Apidae,Bombus,spp.
2016,9,15,Hymenoptera,Apidae,Bombus,spp.
2016,9,15,Hymenoptera,Apidae,Bombus,spp.
2016,9,15,Hymenoptera,Apidae,Bombus,spp.
2016,9,15,Hymenoptera,Apidae,Bombus,spp.
2016,9,15,Hymenoptera,Apidae,Bombus,spp.
2016,9,15,Hymenoptera,Apidae,Bombus,spp.
2016,9,15,Hymenoptera,Apidae,Bombus,spp.
2016,9,15,Hymenoptera,Apidae,Bombus,spp.
2016,9,15,Hymenoptera,Apidae,Bombus,spp.
2016,9,15,Hymenoptera,Apidae,Bombus,spp.
2016,9,15,Hymenoptera,Apidae,Bombus,spp.
2016,9,15,Hymenoptera,Apidae,Bombus,spp.
2016,9,15,Hymenoptera,Apidae,Bombus,spp.
2016,9,15,Hymenoptera,Apidae,Bombus,spp.
2016,9,15,Hymenoptera,Apidae,Bombus,spp.
2016,9,15,Hymenoptera,Apidae,Bombus,spp.
2016,9,15,Hymenoptera,Apidae,Bombus,spp.
2016,9,16,Hymenoptera,Apidae,Bombus,spp.
2016,9,16,Hymenoptera,Apidae,Bombus,spp.
2016,9,16,Hymenoptera,Apidae,Bombus,spp.
2016,9,16,Hymenoptera,Apidae,Bombus,spp.
2016,9,16,Hymenoptera,Apidae,Bombus,spp.
2016,9,16,Hymenoptera,Apidae,Bombus,spp.
2016,9,16,Hymenoptera,Apidae,Bombus,spp.
2016,9,16,Hymenoptera,Apidae,Bombus,spp.
2016,9,16,Hymenoptera,Apidae,Bombus,spp.
2016,9,16,Hymenoptera,Apidae,Bombus,spp.
2016,9,16,Hymenoptera,Apidae,Bombus,spp.
2016,9,16,Hymenoptera,Apidae,Bombus,spp.
2016,9,16,Hymenoptera,Apidae,Bombus,spp.
2016,9,16,Hymenoptera,Apidae,Bombus,spp.
2016,9,16,Hymenoptera,Apidae,Bombus,spp.
2016,9,16,Hymenoptera,Apidae,Bombus,spp.
2016,9,16,Hymenoptera,Apidae,Bombus,spp.
2016,9,16,Hymenoptera,Apidae,Bombus,spp.
2016,9,17,Hymenoptera,Apidae,Bombus,spp.
2016,9,18,Hymenoptera,Apidae,Bombus,spp.
2016,9,18,Hymenoptera,Apidae,Bombus,spp.
2016,9,18,Hymenoptera,Apidae,Bombus,spp.
2016,9,18,Hymenoptera,Apidae,Bombus,spp.
2016,9,18,Hymenoptera,Apidae,Bombus,spp.
2016,9,18,Hymenoptera,Apidae,Bombus,spp.
2016,9,18,Hymenoptera,Apidae,Bombus,spp.
2016,9,18,Hymenoptera,Apidae,Bombus,spp.
2016,9,18,Hymenoptera,Apidae,Bombus,spp.
2016,9,18,Hymenoptera,Apidae,Bombus,spp.
2016,9,18,Hymenoptera,Apidae,Bombus,spp.
2016,9,18,Hymenoptera,Apidae,Bombus,spp.
2016,9,18,Hymenoptera,Apidae,Bombus,spp.
2016,9,18,Hymenoptera,Apidae,Bombus,spp.
2016,9,18,Hymenoptera,Apidae,Bombus,spp.
2016,9,18,Hymenoptera,Apidae,Bombus,spp.
2016,9,19,Hymenoptera,Apidae,Bombus,spp.
2016,9,19,Hymenoptera,Apidae,Bombus,spp.
2016,9,19,Hymenoptera,Apidae,Bombus,spp.
2016,9,19,Hymenoptera,Apidae,Bombus,spp.
2016,9,19,Hymenoptera,Apidae,Bombus,spp.
2016,9,20,Hymenoptera,Apidae,Bombus,spp.
2016,9,20,Hymenoptera,Apidae,Bombus,spp.
2016,9,20,Hymenoptera,Apidae,Bombus,spp.
2016,9,20,Hymenoptera,Apidae,Bombus,spp.
2016,9,20,Hymenoptera,Apidae,Bombus,spp.
2016,9,20,Hymenoptera,Apidae,Bombus,spp.
2016,9,20,Hymenoptera,Apidae,Bombus,spp.
2016,9,20,Hymenoptera,Apidae,Bombus,spp.
2016,9,22,Hymenoptera,Apidae,Bombus,spp.
2016,9,22,Hymenoptera,Apidae,Bombus,spp.
2016,9,22,Hymenoptera,Apidae,Bombus,spp.
2016,9,22,Hymenoptera,Apidae,Bombus,spp.
2016,9,22,Hymenoptera,Apidae,Bombus,spp.
2016,9,22,Hymenoptera,Apidae,Bombus,spp.
2016,9,22,Hymenoptera,Apidae,Bombus,spp.
2016,9,22,Hymenoptera,Apidae,Bombus,spp.
2016,9,23,Hymenoptera,Apidae,Bombus,spp.
2016,9,23,Hymenoptera,Apidae,Bombus,spp.
2016,9,23,Hymenoptera,Apidae,Bombus,spp.
2016,9,23,Hymenoptera,Apidae,Bombus,spp.
2016,9,23,Hymenoptera,Apidae,Bombus,spp.
2016,9,23,Hymenoptera,Apidae,Bombus,spp.
2016,9,23,Hymenoptera,Apidae,Bombus,spp.
2016,9,23,Hymenoptera,Apidae,Bombus,spp.
2016,9,23,Hymenoptera,Apidae,Bombus,spp.
2016,9,23,Hymenoptera,Apidae,Bombus,spp.
2016,9,23,Hymenoptera,Apidae,Bombus,spp.
2016,9,23,Hymenoptera,Apidae,Bombus,spp.
2016,9,23,Hymenoptera,Apidae,Bombus,spp.
2016,9,23,Hymenoptera,Apidae,Bombus,spp.
2016,9,23,Hymenoptera,Apidae,Bombus,spp.
2016,9,23,Hymenoptera,Apidae,Bombus,spp.
2016,9,23,Hymenoptera,Apidae,Bombus,spp.
2016,9,23,Hymenoptera,Apidae,Bombus,spp.
2016,9,23,Hymenoptera,Apidae,Bombus,spp.
2016,9,23,Hymenoptera,Apidae,Bombus,spp.
2016,9,23,Hymenoptera,Apidae,Bombus,spp.
2016,9,23,Hymenoptera,Apidae,Bombus,spp.
2016,9,23,Hymenoptera,Apidae,Bombus,spp.
2016,9,23,Hymenoptera,Apidae,Bombus,spp.
2016,9,23,Hymenoptera,Apidae,Bombus,spp.
2016,9,23,Hymenoptera,Apidae,Bombus,spp.
2016,9,23,Hymenoptera,Apidae,Bombus,spp.
2016,9,23,Hymenoptera,Apidae,Bombus,spp.
2016,9,23,Hymenoptera,Apidae,Bombus,spp.
2016,9,23,Hymenoptera,Apidae,Bombus,spp.
2016,9,23,Hymenoptera,Apidae,Bombus,spp.
2016,9,23,Hymenoptera,Apidae,Bombus,spp.
2016,9,23,Hymenoptera,Apidae,Bombus,spp.
2016,9,23,Hymenoptera,Apidae,Bombus,spp.
2016,9,23,Hymenoptera,Apidae,Bombus,spp.
2016,9,23,Hymenoptera,Apidae,Bombus,spp.
2016,9,23,Hymenoptera,Apidae,Bombus,spp.
2016,9,23,Hymenoptera,Apidae,Bombus,spp.
2016,9,23,Hymenoptera,Apidae,Bombus,spp.
2016,9,23,Hymenoptera,Apidae,Bombus,spp.
2016,9,25,Hymenoptera,Apidae,Bombus,spp.
2016,9,25,Hymenoptera,Apidae,Bombus,spp.
2016,9,25,Hymenoptera,Apidae,Bombus,spp.
2016,9,25,Hymenoptera,Apidae,Bombus,spp.
2016,9,25,Hymenoptera,Apidae,Bombus,spp.
2016,9,25,Hymenoptera,Apidae,Bombus,spp.
2016,9,25,Hymenoptera,Apidae,Bombus,spp.
2016,9,25,Hymenoptera,Apidae,Bombus,spp.
2016,9,25,Hymenoptera,Apidae,Bombus,spp.
2016,9,25,Hymenoptera,Apidae,Bombus,spp.
2016,9,25,Hymenoptera,Apidae,Bombus,spp.
2016,9,25,Hymenoptera,Apidae,Bombus,spp.
2016,9,25,Hymenoptera,Apidae,Bombus,spp.
2016,9,25,Hymenoptera,Apidae,Bombus,spp.
2016,9,25,Hymenoptera,Apidae,Bombus,spp.
2016,9,25,Hymenoptera,Apidae,Bombus,spp.
2016,9,25,Hymenoptera,Apidae,Bombus,spp.
2016,9,25,Hymenoptera,Apidae,Bombus,spp.
2016,9,25,Hymenoptera,Apidae,Bombus,spp.
2016,9,25,Hymenoptera,Apidae,Bombus,spp.
2016,9,25,Hymenoptera,Apidae,Bombus,spp.
2016,9,25,Hymenoptera,Apidae,Bombus,spp.
2016,9,25,Hymenoptera,Apidae,Bombus,spp.
2016,9,25,Hymenoptera,Apidae,Bombus,spp.
2016,9,27,Hymenoptera,Apidae,Bombus,spp.
2016,9,27,Hymenoptera,Apidae,Bombus,spp.
2016,9,27,Hymenoptera,Apidae,Bombus,spp.
2016,9,27,Hymenoptera,Apidae,Bombus,spp.
2016,9,27,Hymenoptera,Apidae,Bombus,spp.
2016,9,27,Hymenoptera,Apidae,Bombus,spp.
2016,9,27,Hymenoptera,Apidae,Bombus,spp.
2016,9,27,Hymenoptera,Apidae,Bombus,spp.
2016,9,27,Hymenoptera,Apidae,Bombus,spp.
2016,9,27,Hymenoptera,Apidae,Bombus,spp.
2016,9,27,Hymenoptera,Apidae,Bombus,spp.
2016,9,27,Hymenoptera,Apidae,Bombus,spp.
2016,9,27,Hymenoptera,Apidae,Bombus,spp.
2016,9,27,Hymenoptera,Apidae,Bombus,spp.
2016,9,27,Hymenoptera,Apidae,Bombus,spp.
2016,9,27,Hymenoptera,Apidae,Bombus,spp.
2016,9,29,Hymenoptera,Apidae,Bombus,spp.
2016,9,29,Hymenoptera,Apidae,Bombus,spp.
2016,9,29,Hymenoptera,Apidae,Bombus,spp.
2016,9,29,Hymenoptera,Apidae,Bombus,spp.
2016,9,29,Hymenoptera,Apidae,Bombus,spp.
2016,9,29,Hymenoptera,Apidae,Bombus,spp.
2016,9,29,Hymenoptera,Apidae,Bombus,spp.
2016,9,29,Hymenoptera,Apidae,Bombus,spp.
2016,9,29,Hymenoptera,Apidae,Bombus,spp.
2016,9,29,Hymenoptera,Apidae,Bombus,spp.
2016,9,29,Hymenoptera,Apidae,Bombus,spp.
2016,9,29,Hymenoptera,Apidae,Bombus,spp.
2016,9,29,Hymenoptera,Apidae,Bombus,spp.
2016,9,29,Hymenoptera,Apidae,Bombus,spp.
2016,9,29,Hymenoptera,Apidae,Bombus,spp.
2016,9,29,Hymenoptera,Apidae,Bombus,spp.
2016,9,30,Hymenoptera,Apidae,Bombus,spp.
2016,9,30,Hymenoptera,Apidae,Bombus,spp.
2016,9,30,Hymenoptera,Apidae,Bombus,spp.
2016,9,30,Hymenoptera,Apidae,Bombus,spp.
2016,9,30,Hymenoptera,Apidae,Bombus,spp.
2016,9,30,Hymenoptera,Apidae,Bombus,spp.
2016,9,30,Hymenoptera,Apidae,Bombus,spp.
2016,9,30,Hymenoptera,Apidae,Bombus,spp.
2016,9,30,Hymenoptera,Apidae,Bombus,spp.
2016,9,30,Hymenoptera,Apidae,Bombus,spp.
2016,9,30,Hymenoptera,Apidae,Bombus,spp.
2016,9,30,Hymenoptera,Apidae,Bombus,spp.
2016,9,30,Hymenoptera,Apidae,Bombus,spp.
2016,9,30,Hymenoptera,Apidae,Bombus,spp.
2016,9,30,Hymenoptera,Apidae,Bombus,spp.
2016,9,30,Hymenoptera,Apidae,Bombus,spp.
2016,9,30,Hymenoptera,Apidae,Bombus,spp.
2016,9,30,Hymenoptera,Apidae,Bombus,spp.
2016,9,30,Hymenoptera,Apidae,Bombus,spp.
2016,9,30,Hymenoptera,Apidae,Bombus,spp.
2016,9,30,Hymenoptera,Apidae,Bombus,spp.
2016,9,30,Hymenoptera,Apidae,Bombus,spp.
2016,9,30,Hymenoptera,Apidae,Bombus,spp.
2016,9,30,Hymenoptera,Apidae,Bombus,spp.
2016,9,30,Hymenoptera,Apidae,Bombus,spp.
2016,9,30,Hymenoptera,Apidae,Bombus,spp.
2016,9,30,Hymenoptera,Apidae,Bombus,spp.
2016,9,30,Hymenoptera,Apidae,Bombus,spp.
2016,9,30,Hymenoptera,Apidae,Bombus,spp.
